Player,Age,Position,League,MarketValue,scaled_ProgressivePasses,scaled_Tackles,scaled_Interceptions,scaled_xG
Leo Costa,18,Forward,La Liga,6.72,1.463910033006536,-0.8028227104491544,0.3329275776744663,-0.1879627027154273
Enzo Costa,19,Midfielder,Premier League,32.43,-0.3081099797113166,0.3893570927698076,0.9203377159597561,-0.30722837702724654
Santi Diaz,18,Midfielder,La Liga,24.74,-0.18729043338964493,0.5483143998656694,1.0543084492528922,-0.724658237118614
Santi Fernandez,33,Midfielder,Serie A,18.17,-1.5465103295084521,1.7669870876006084,0.10620787517838956,-0.4264940513390658
Mateo Garcia,17,Forward,La Liga,6.87,-0.45913441261340643,-0.3259507891615696,0.714228895508777,-0.6650253999627043
Gabriel Santos,34,Midfielder,Serie A,22.36,-1.3350761234455266,-0.7763298259331776,-1.0170851962794452,1.7799209234295907
Marco Garcia,33,Defender,Serie A,22.85,-0.5698856634082721,0.2657236316952489,0.9821703620950497,-0.9035567485863429
Diego Garcia,23,Goalkeeper,La Liga,23.05,0.43694388927232597,-0.19348636658168478,-0.4090641759490577,-0.3668612141831562
Lucas Lopez,34,Goalkeeper,Bundesliga,24.69,-0.9726174844805113,0.18624497814731797,1.4871369721999477,-0.724658237118614
Marco Fernandez,26,Goalkeeper,Premier League,14.9,1.6250027614354314,0.35403324674850517,-0.42967505799415556,-0.1879627027154273
Hugo Fernandez,30,Midfielder,Ligue 1,37.42,-0.16715384233603295,0.2568926701899232,1.2088900645911262,-0.48612688849497543
Lucas Costa,33,Defender,Bundesliga,31.23,-0.3081099797113166,0.24806170868459754,-0.3575369708363129,-0.5457597256508852
Lucas Garcia,32,Defender,Serie A,37.93,-0.3081099797113166,0.5748072843816465,1.291333592771518,-0.6650253999627043
Mateo Costa,19,Forward,La Liga,14.57,0.4872853669063557,1.1664817052384648,2.1982124027558245,-0.724658237118614
Hugo Costa,19,Midfielder,Premier League,12.2,-0.2779050931308986,-0.8734704024917597,-0.13081726834023633,-0.6650253999627043
Gabriel Martinez,20,Forward,Serie A,35.49,-0.18729043338964493,0.05378055556743315,1.7859947618538672,-0.5457597256508852
Hugo Rodriguez,24,Goalkeeper,Serie A,30.3,-0.116812364702003,-0.9176252100183878,-1.1819722526402283,0.3487328316877594
Julian Fernandez,21,Forward,La Liga,28.74,-0.20742702444325692,-1.2090469396941343,-1.06861240139219,0.9450612032468558
Leo Costa,23,Goalkeeper,Premier League,37.64,0.03421206820008662,-1.3238494392633675,-0.18234447345298085,-0.6650253999627043
Lucas Diaz,26,Goalkeeper,Bundesliga,34.32,-1.2746663502846909,0.583638245886972,-0.41936961697160663,-0.1879627027154273
Julian Fernandez,19,Forward,Premier League,31.31,-0.640363732095914,-0.8469775179757827,-0.9861688732117984,0.28909999453184987
Mateo Santos,19,Midfielder,Serie A,18.27,0.8094708237641474,1.6168607420100727,-1.243804898775522,-0.724658237118614
Enzo Oliveira,27,Forward,Premier League,26.68,-0.3886563439257645,2.261520931898845,0.3844547827872108,-0.7842910742745237
Santi Santos,19,Forward,La Liga,35.33,-0.5497490723546601,-1.1472302091568547,-0.8831144629863091,1.123959714714585
Mateo Garcia,21,Midfielder,Serie A,9.24,-0.24770020655048086,0.7779193990041364,0.8791159518695603,-0.724658237118614
Leo Silva,19,Goalkeeper,Premier League,19.78,0.7994025282373411,-0.6791892493745953,-0.20295535549807878,-0.4264940513390658
Lucas Fernandez,31,Forward,Ligue 1,16.59,-0.8014564605248098,-0.29945790464559263,0.18865140335878094,0.28909999453184987
Diego Lopez,18,Forward,Bundesliga,18.31,0.10469013688772855,0.2392307471792719,3.177229299897974,-0.5457597256508852
Diego Garcia,31,Midfielder,La Liga,5.82,0.07448525030731058,1.0340172826585803,0.11651331620093829,-0.48612688849497543
Gabriel Oliveira,34,Defender,Premier League,25.36,-0.8920711202660636,1.431410550398234,0.31231669562936837,-0.6650253999627043
Hugo Silva,33,Goalkeeper,Premier League,25.21,1.6451393524890434,0.3716951697591565,0.14742963926858513,-0.12832986555951761
Gabriel Rodriguez,21,Midfielder,La Liga,35.28,-1.8586274908394378,-0.09634579002310278,0.2710949315391726,-0.6650253999627043
Enzo Garcia,30,Defender,Premier League,34.07,-0.026197704960749094,0.08910440158873577,0.5081200750577982,-0.7842910742745237
Leo Silva,33,Defender,Serie A,17.46,0.19530479662898245,-0.37010559668819787,-0.7594491707157217,-0.724658237118614
Santi Silva,33,Forward,La Liga,7.16,0.6987195729692813,1.5108892039461648,1.2295009466362241,-0.724658237118614
Santi Rodriguez,20,Midfielder,Serie A,39.41,-1.123641917382601,-1.0059348250716444,-1.0273906373019943,1.4817567376500427
Enzo Silva,20,Defender,Serie A,19.54,0.3261926384774601,0.7779193990041364,-0.9140307860539558,-0.6650253999627043
Gabriel Diaz,26,Defender,Serie A,28.85,0.18523650110217646,2.2173661243722167,-0.04837374015984472,-0.48612688849497543
Julian Fernandez,33,Defender,Serie A,25.72,0.06441695478050459,-0.8558084794811084,-1.1201396065049347,1.6606552491177713
Mateo Lopez,18,Goalkeeper,Ligue 1,35.04,-0.20742702444325692,-1.1737230936728316,-1.223194016730424,2.555147806456416
Gabriel Rodriguez,19,Goalkeeper,Serie A,16.25,-0.65043202762272,1.2901151663130235,0.5699527211930919,-0.48612688849497543
Gabriel Santos,26,Midfielder,La Liga,15.01,-0.60009054998869,0.9986934366372776,1.8890491720793565,-0.8439239114304332
Hugo Lopez,18,Goalkeeper,Bundesliga,1.31,-0.4792710036670184,0.4070190157804589,-0.017457417092197863,-0.30722837702724654
Gabriel Diaz,33,Forward,Ligue 1,13.26,0.28591945637023614,1.1134959362065109,1.8581328490117095,-0.6053925628067948
Santi Diaz,22,Goalkeeper,Premier League,19.13,0.8698805969249829,-0.8116536719544801,0.539036398125445,-0.9035567485863429
Hugo Rodriguez,26,Forward,Bundesliga,0.66,2.994290953081045,0.1774140166419923,-0.33692608879121516,-0.2475955398713369
Gabriel Lopez,24,Defender,Premier League,24.58,-1.0330272576413473,-1.2090469396941343,-1.0583069603696411,0.11020148306412099
Diego Costa,21,Goalkeeper,Bundesliga,34.78,-0.3383148662917346,-0.4407532887308029,0.41537110585485765,-1.0228224228981622
Enzo Diaz,23,Goalkeeper,Premier League,14.03,-0.07653918259477904,-0.41426040421482596,0.1577350802911341,-0.48612688849497543
Lucas Diaz,20,Goalkeeper,Premier League,39.13,-0.7611832784175858,-0.10517675152842844,0.20926228540387884,-0.6650253999627043
Gabriel Garcia,17,Midfielder,Bundesliga,24.19,0.6383097998084454,0.38052613126448215,0.013458905975448993,-0.6650253999627043
Mateo Santos,34,Defender,Premier League,24.75,1.343090486684864,-0.27296502012961565,0.45659286994505344,-0.1879627027154273
Enzo Silva,21,Defender,Serie A,16.22,0.08455354583411658,-0.9441180945343648,-0.22356623754317667,-0.2475955398713369
Leo Fernandez,20,Defender,Premier League,39.96,1.1819977582559684,0.08910440158873577,0.9306431569823048,-0.8439239114304332
Santi Santos,19,Defender,Ligue 1,15.97,-0.9222760068464815,-1.1737230936728316,-1.0995287244598368,2.3762492949886878
Santi Rodriguez,18,Defender,Ligue 1,38.78,1.393431964318894,0.36286420825383087,1.0130866851626963,-0.724658237118614
Hugo Martinez,18,Forward,Serie A,38.88,0.3261926384774601,0.46000478481241286,-0.6976165245804281,-0.6650253999627043
Gabriel Diaz,23,Goalkeeper,Ligue 1,35.2,-0.07653918259477904,-1.262032708726088,-0.9655579911667005,3.211109015171422
Mateo Santos,29,Forward,Serie A,37.82,-1.3451444189723327,-0.3259507891615696,-1.3159429859333647,-0.7842910742745237
Hugo Oliveira,20,Midfielder,Serie A,1.55,-0.23763191102367487,1.9700992022230985,0.09590243415584061,-0.9035567485863429
Gabriel Silva,20,Defender,La Liga,34.72,-0.37858804839895854,-0.12283867453907975,0.7039234544862281,-0.6650253999627043
Mateo Diaz,22,Forward,Serie A,8.11,-1.244461463704273,-1.712411745497696,-1.1407504885500326,1.6606552491177713
Hugo Fernandez,34,Midfielder,Bundesliga,30.28,0.25571456978981816,0.0007947865354794167,1.1882791825460284,-0.3668612141831562
Lucas Costa,33,Midfielder,La Liga,23.19,1.9975296959272528,0.02728767105145638,0.940948598004854,-0.724658237118614
Leo Costa,18,Forward,Serie A,9.12,-2.331837380599319,1.5903678574940958,-0.08959550425004052,-0.6053925628067948
Hugo Diaz,17,Defender,La Liga,28.94,-0.8517979381588396,-1.1030754016302264,-1.223194016730424,1.243225389026404
Julian Lopez,29,Defender,Premier League,1.82,1.5947978748550138,1.1488197822278134,1.3840825619744581,-0.48612688849497543
Gabriel Santos,29,Midfielder,Serie A,1.15,-1.2746663502846909,-1.1119063631355521,-1.2541103397980709,0.9450612032468558
Lucas Rodriguez,22,Forward,Serie A,16.63,-0.620227141042302,1.3784247813662802,-1.2644157808206198,-0.6053925628067948
Mateo Martinez,31,Midfielder,Serie A,17.83,0.4872853669063557,1.2636222817970468,-0.23387167856572563,-0.6053925628067948
Gabriel Silva,30,Forward,La Liga,24.53,-1.163915099489825,-1.2708636702314136,-1.06861240139219,2.256983620676868
Gabriel Garcia,33,Midfielder,Bundesliga,18.52,-0.670568618676332,-1.2178779011994598,-1.0273906373019943,1.422123900494133
Marco Santos,22,Goalkeeper,Serie A,32.34,0.06441695478050459,0.2392307471792719,2.6207354846803317,-0.3668612141831562
Julian Silva,21,Goalkeeper,Bundesliga,39.77,0.38660241163829584,1.5462130499674673,1.6829403516283776,-0.724658237118614
Enzo Diaz,24,Midfielder,Bundesliga,15.85,0.5476951400671917,1.4402415119035599,-0.151428150385334,-0.6053925628067948
Enzo Oliveira,30,Defender,Premier League,3.31,-0.60009054998869,-1.1207373246408776,-1.1510559295725817,1.243225389026404
Julian Rodriguez,18,Forward,Bundesliga,18.55,-0.680636914203138,1.2901151663130235,1.3737771209519094,-0.6053925628067948
Enzo Silva,26,Forward,Premier League,1.6,-0.45913441261340643,0.09793536309406142,0.2710949315391726,-0.12832986555951761
Marco Rodriguez,32,Defender,Bundesliga,27.86,-0.126880660228809,0.05378055556743315,0.8481996288019131,-0.4264940513390658
Lucas Rodriguez,34,Midfielder,Premier League,22.48,-0.9222760068464815,0.9457076676053237,2.4352375462744504,-0.724658237118614
Hugo Rodriguez,24,Goalkeeper,Premier League,10.1,0.45708048032593795,1.528551126956816,1.064613890275441,-0.6053925628067948
Marco Garcia,34,Goalkeeper,Premier League,32.09,-0.3886563439257645,0.8927218985733697,1.0336975672077944,-0.48612688849497543
Enzo Rodriguez,17,Defender,Ligue 1,0.95,-1.5666469205620641,0.7249336299721825,1.7859947618538672,-0.48612688849497543
Diego Silva,29,Defender,Serie A,20.76,1.3229538956312523,0.1774140166419923,0.6730071314185813,-0.009064191247698392
Mateo Costa,33,Forward,Serie A,1.54,0.9302903700858188,1.6786774725473523,0.003153464952900041,-0.9631895857422526
Hugo Fernandez,24,Goalkeeper,Ligue 1,27.21,1.6451393524890434,-0.05219098249647451,0.6111744852832878,-0.4264940513390658
Hugo Silva,28,Defender,Bundesliga,37.96,-0.3181782752381226,0.9280457445946724,2.0848525515077863,-0.7842910742745237
Gabriel Rodriguez,17,Midfielder,Premier League,31.62,-0.056402591541167064,0.9722005521213004,1.9302709361695525,-0.6053925628067948
Santi Costa,19,Forward,Serie A,36.65,0.43694388927232597,-0.016867136475171893,0.940948598004854,-0.48612688849497543
Gabriel Santos,18,Goalkeeper,Bundesliga,1.78,-0.43899782155979444,-0.33478175066689525,0.11651331620093829,-0.8439239114304332
Santi Martinez,34,Midfielder,Premier League,33.3,-0.20742702444325692,1.007524398142603,-0.49150770412944916,-0.1879627027154273
Hugo Rodriguez,32,Goalkeeper,Serie A,13.56,2.068007764614895,-0.0345290594858232,0.04437522904309585,-0.3668612141831562
Enzo Santos,20,Defender,Serie A,32.62,1.6451393524890434,-0.09634579002310278,0.003153464952900041,-0.009064191247698392
Enzo Silva,31,Defender,Premier League,17.18,-0.2779050931308986,0.10676632459938708,1.6932457926509268,-0.4264940513390658
Leo Silva,26,Goalkeeper,Bundesliga,17.01,-1.234393168177467,-0.9971038635663187,-0.017457417092197863,-0.5457597256508852
Hugo Diaz,17,Defender,Serie A,32.48,-0.8215930515784218,-1.3503423237793446,-1.0995287244598368,1.243225389026404
Mateo Silva,25,Defender,Serie A,27.62,2.2492370840974023,-0.025698097980497547,0.2710949315391726,-0.48612688849497543
Lucas Garcia,23,Defender,Serie A,11.79,0.8497440058713713,0.16858305513666666,-0.6770056425353302,-0.2475955398713369
Marco Oliveira,30,Midfielder,La Liga,9.01,-0.8618662336856456,-0.8204846334598057,-1.0067797552568962,1.3624910633382232
Leo Silva,24,Defender,Premier League,7.51,-0.16715384233603295,0.3981880542751335,0.5905636032381898,-0.6650253999627043
Hugo Costa,22,Midfielder,Premier League,35.79,0.5980366177012219,1.5550440114727933,-0.27509344265592145,-0.3668612141831562
Julian Silva,23,Goalkeeper,Premier League,29.32,0.06441695478050459,1.0340172826585803,1.672634910605829,-1.0824552600540718
Santi Silva,23,Forward,Bundesliga,2.71,2.2089639019901783,-0.1493315590550567,-0.09990094527258947,-0.6053925628067948
Gabriel Martinez,17,Midfielder,Ligue 1,10.87,1.0712465074611026,-0.5908796343213389,-0.532729468219645,-0.009064191247698392
Diego Santos,27,Midfielder,Ligue 1,26.79,1.2927490090508345,0.539483438360344,-0.6873110835578792,-0.30722837702724654
Hugo Rodriguez,33,Forward,Premier League,37.53,0.5476951400671917,-0.4230913657201516,0.3844547827872108,-0.5457597256508852
Marco Costa,22,Goalkeeper,Bundesliga,39.42,0.3060560474238481,1.4402415119035599,-0.1411227093627853,-0.5457597256508852
Marco Diaz,27,Defender,Premier League,19.18,-0.4692027081402124,1.2018055512597674,0.31231669562936837,-0.4264940513390658
Mateo Martinez,19,Defender,Premier League,13.56,0.6785829819156693,-0.988272902060993,0.2607894905166236,-0.7842910742745237
Julian Martinez,31,Defender,Serie A,22.08,0.43694388927232597,-1.1825540551781573,0.8378941877793644,-0.48612688849497543
Santi Martinez,23,Defender,Ligue 1,23.09,0.26578286531662415,0.8309051680360899,-0.8212818168510154,-0.4264940513390658
Gabriel Diaz,30,Midfielder,La Liga,6.0,-0.710841800783556,-1.0147657865769701,-1.1304450475274836,2.137717946365049
Gabriel Diaz,24,Defender,Premier League,39.77,0.5980366177012219,0.5924692073922979,1.981798141282297,-0.9035567485863429
Santi Rodriguez,23,Forward,La Liga,2.74,0.8396757103445651,-1.4739757848539037,-1.0583069603696411,1.0643268775586752
Lucas Garcia,21,Defender,Premier League,38.99,-0.5497490723546601,1.184143628249116,-0.2132607965206277,-0.7842910742745237
Lucas Rodriguez,29,Forward,Ligue 1,33.56,0.3161243429506541,-0.37010559668819787,0.8378941877793644,-0.6053925628067948
Diego Costa,19,Midfielder,Ligue 1,31.01,2.853334815705762,0.8397361295414157,0.6730071314185813,-0.009064191247698392
Marco Oliveira,30,Defender,Premier League,27.22,0.39667070716510205,0.8485670910467412,-1.4808300422941476,-0.1879627027154273
Hugo Fernandez,17,Defender,La Liga,2.6,-0.660500323149526,-0.6350344418479672,-1.2747212218431687,1.8395537605855004
Lucas Costa,27,Goalkeeper,Ligue 1,6.53,1.50418321511376,0.7514265144881592,-0.16173359140788296,-0.5457597256508852
Santi Martinez,25,Defender,Premier League,13.38,0.004007181619668652,-1.0147657865769701,-1.0995287244598368,1.6010224119618617
Santi Diaz,30,Defender,Premier League,23.3,-0.006061113907137338,0.02728767105145638,1.425304326064654,-0.6650253999627043
Lucas Rodriguez,27,Forward,Bundesliga,29.17,0.3463292295310721,0.8662290140573926,1.8993546131019052,-0.4264940513390658
Santi Santos,24,Goalkeeper,Ligue 1,11.11,-0.680636914203138,-0.016867136475171893,-0.26478800163337246,-0.6650253999627043
Santi Lopez,31,Defender,Bundesliga,3.5,0.9504269611394308,-0.5202319422787338,2.115768874575433,-0.7842910742745237
Leo Lopez,19,Goalkeeper,Serie A,16.19,-0.45913441261340643,0.813243245025439,1.1676683005009305,-0.48612688849497543
Diego Santos,17,Midfielder,Bundesliga,30.46,-0.8719345292124516,-1.1119063631355521,-0.9964743142343474,2.3762492949886878
Hugo Santos,25,Forward,Serie A,31.64,-0.43899782155979444,-1.0765825171142496,-0.9449471091216027,1.123959714714585
Diego Martinez,25,Defender,Ligue 1,34.82,1.020905029827073,0.8397361295414157,0.6214799263058367,-0.6650253999627043
Marco Silva,33,Midfielder,La Liga,13.86,-0.680636914203138,1.007524398142603,-0.26478800163337246,-0.5457597256508852
Diego Garcia,22,Defender,La Liga,23.11,-0.4692027081402124,-1.6064402074337882,1.1573628594783818,-0.1879627027154273
Gabriel Fernandez,23,Forward,Premier League,12.02,-0.8920711202660636,-0.06985290550712582,0.3947602238097597,-0.009064191247698392
Marco Martinez,23,Goalkeeper,Bundesliga,15.66,-0.2174953199700629,0.813243245025439,-0.18234447345298085,-0.4264940513390658
Santi Diaz,34,Goalkeeper,Premier League,22.62,-1.757944535571378,0.5483143998656694,-0.11020638629513843,-0.1879627027154273
Gabriel Santos,24,Defender,Bundesliga,37.16,-0.06647088706797305,0.159752093631341,1.1058356543656367,-0.1879627027154273
Hugo Lopez,22,Defender,Ligue 1,4.67,-1.3552127144991386,-0.9176252100183878,-1.0995287244598368,2.256983620676868
Mateo Costa,24,Goalkeeper,La Liga,10.61,4.091735165502897,-0.37010559668819787,-0.05867918118239367,-0.06869702840360792
Diego Diaz,25,Goalkeeper,La Liga,39.89,-0.3987246394525705,0.583638245886972,1.1985846235685775,-0.5457597256508852
Santi Costa,23,Forward,Ligue 1,16.02,-0.9826857800073173,0.48649766932839,0.30201125460681943,-0.3668612141831562
Gabriel Diaz,17,Midfielder,La Liga,38.31,-0.8014564605248098,-0.4495842502361286,1.631413146515633,-0.2475955398713369
Lucas Silva,29,Defender,Ligue 1,33.61,-0.590022254461884,-0.8293155949651314,-1.1304450475274836,2.1973507835209585
Leo Oliveira,31,Midfielder,La Liga,14.83,-0.18729043338964493,-0.0345290594858232,-0.22356623754317667,-0.5457597256508852
Enzo Fernandez,29,Defender,Ligue 1,7.68,0.3362609340042661,-0.28179598163494135,0.09590243415584061,-0.5457597256508852
Enzo Lopez,22,Forward,La Liga,27.49,1.1417245761487445,-0.5290629037840594,-0.5018131451519982,-0.2475955398713369
Julian Garcia,28,Midfielder,La Liga,37.94,-1.6975347624105421,-1.138399247651529,-1.0376960783245432,-0.009064191247698392
Santi Rodriguez,31,Goalkeeper,Bundesliga,32.67,0.7691976416569234,0.9986934366372776,1.3325553568617137,-0.6650253999627043
Gabriel Oliveira,31,Goalkeeper,Premier League,30.12,-0.680636914203138,1.0428482441639055,0.9821703620950497,-0.5457597256508852
Julian Costa,25,Goalkeeper,Premier League,20.4,0.42687559374551975,0.5129905538443668,0.5081200750577982,-0.4264940513390658
Julian Lopez,32,Goalkeeper,Premier League,33.4,0.5174902534867739,1.1399888207224878,1.291333592771518,-0.5457597256508852
Gabriel Silva,25,Goalkeeper,Serie A,12.56,-0.25776850207728685,0.24806170868459754,0.4668983109676024,-0.48612688849497543
Gabriel Costa,20,Midfielder,Premier League,2.69,-0.8417296426320336,-0.9264561715237135,-1.1510559295725817,1.720288086273681
Santi Diaz,32,Goalkeeper,Premier League,7.0,-0.9424125979000935,0.29221651621122563,0.2401786084715257,-0.3668612141831562
Marco Diaz,24,Forward,Bundesliga,29.54,0.9705635521930428,-0.23764117410831306,0.2401786084715257,-0.724658237118614
Diego Garcia,29,Forward,Premier League,32.61,0.8094708237641474,-1.1648921321675059,1.1882791825460284,-0.6053925628067948
Lucas Diaz,26,Goalkeeper,Ligue 1,15.2,0.42687559374551975,-0.31711982765624397,0.7451452185764239,-0.7842910742745237
Mateo Fernandez,26,Defender,Premier League,23.07,-1.6773981713569301,-1.0500896325982725,-1.2025831346853262,1.123959714714585
Leo Rodriguez,19,Midfielder,La Liga,29.4,0.4872853669063557,2.5794355460905685,-0.2544825606108235,-0.48612688849497543
Leo Garcia,22,Goalkeeper,Serie A,13.87,-0.116812364702003,-1.085413478619575,1.3737771209519094,-0.5457597256508852
Hugo Fernandez,28,Defender,La Liga,24.99,-0.8417296426320336,1.016355359647929,2.0436307874175905,-0.5457597256508852
Enzo Diaz,28,Forward,Bundesliga,12.97,0.7188561640228933,-0.5202319422787338,-0.17203903243043192,0.3487328316877594
Leo Rodriguez,18,Goalkeeper,Premier League,20.24,0.9504269611394308,0.3893570927698076,1.8478274079891608,-0.5457597256508852
Marco Silva,20,Defender,Serie A,17.47,-0.17722213786283894,0.15092113212601535,-0.027762858114746814,-0.8439239114304332
Mateo Fernandez,29,Defender,Serie A,19.46,-0.2174953199700629,-1.085413478619575,-1.0376960783245432,0.587264180311398
Mateo Lopez,21,Goalkeeper,La Liga,31.97,-1.214256577123855,-1.244370785715437,-1.0273906373019943,1.6010224119618617
Hugo Martinez,19,Goalkeeper,Premier League,31.74,-0.45913441261340643,-1.412159054316624,-1.1304450475274836,0.4679985059995788
Leo Garcia,27,Midfielder,Premier League,21.05,0.8195391192909531,-0.37010559668819787,0.7760615416440707,-0.48612688849497543
Enzo Santos,30,Midfielder,Ligue 1,38.42,0.8094708237641474,0.8838909370680439,0.5287309571028961,-0.724658237118614
Gabriel Lopez,22,Forward,Ligue 1,16.08,-1.184051690543437,0.5218215153496927,0.034069788020546894,-0.7842910742745237
Mateo Rodriguez,32,Goalkeeper,Bundesliga,37.98,-0.8417296426320336,0.36286420825383087,0.08559699313329165,-0.5457597256508852
Marco Santos,29,Defender,La Liga,8.71,1.3028173045776403,0.2215688241686206,-0.31631520674611724,-0.009064191247698392
Leo Oliveira,27,Defender,Ligue 1,12.55,-0.660500323149526,0.08027344008341011,0.5287309571028961,-0.5457597256508852
Lucas Martinez,27,Goalkeeper,Ligue 1,18.27,-0.25776850207728685,-0.4849080962574312,1.07491933129799,-0.30722837702724654
Enzo Lopez,20,Forward,Premier League,29.45,0.7591293461301172,-0.6968511723852466,0.1989568443813299,-0.3668612141831562
Marco Silva,33,Midfielder,Premier League,19.32,-1.2948029413383029,-0.20231732808701045,2.476459310364646,-0.6053925628067948
Santi Oliveira,31,Forward,Serie A,28.98,-1.687466466883736,1.58153689598877,0.8791159518695603,-0.6053925628067948
Julian Santos,22,Defender,La Liga,29.83,-0.2779050931308986,0.4511738233070874,2.3321831360489607,-0.12832986555951761
Lucas Rodriguez,30,Defender,Serie A,6.69,-0.006061113907137338,-0.988272902060993,-1.223194016730424,1.720288086273681
Hugo Diaz,20,Goalkeeper,Ligue 1,31.34,-0.7913881649980038,-0.9971038635663187,-1.0273906373019943,2.3166164578327777
Marco Silva,32,Goalkeeper,La Liga,5.28,-0.8618662336856456,2.39398535447873,-0.3987587349265087,-0.30722837702724654
Hugo Diaz,25,Goalkeeper,La Liga,4.86,-0.9021394157928695,1.0428482441639055,1.3943880029970073,-0.5457597256508852
Hugo Martinez,33,Defender,Ligue 1,17.77,0.4671487758527437,1.3431009353449774,1.3222499158391645,-0.5457597256508852
Diego Oliveira,28,Defender,La Liga,1.43,2.9842226575542394,-0.6615273263639442,-0.06898462220494261,-0.4264940513390658
Hugo Garcia,24,Goalkeeper,La Liga,33.58,-1.184051690543437,-1.4033280928112983,-1.1098341654823858,0.4679985059995788
Enzo Fernandez,18,Midfielder,Bundesliga,27.38,4.242759598404987,-0.4495842502361286,-0.36784241185886185,-0.5457597256508852
Hugo Santos,19,Midfielder,Bundesliga,4.95,0.8396757103445651,1.104664974701185,0.2401786084715257,-0.48612688849497543
Santi Lopez,18,Defender,Bundesliga,5.69,0.5074219579599677,-0.21114828959233609,1.3119444748166158,-0.30722837702724654
Lucas Silva,34,Forward,Premier League,18.16,-1.3250078279187207,-0.1493315590550567,-0.5842566733323897,-0.5457597256508852
Julian Fernandez,19,Goalkeeper,Ligue 1,9.32,-1.173983395016631,-0.41426040421482596,0.22987316744897676,-0.5457597256508852
Leo Martinez,17,Midfielder,Premier League,18.06,1.60486617038182,0.42468093879111024,-0.22356623754317667,0.2294671573759402
Mateo Garcia,31,Midfielder,La Liga,35.13,-0.5296124813010481,0.6189620919082747,0.4875091930127003,-0.48612688849497543
Mateo Rodriguez,21,Midfielder,Ligue 1,20.33,-0.45913441261340643,-1.4474829003379268,-1.1613613705951304,0.6468970174673077
Leo Garcia,31,Defender,Ligue 1,21.26,-0.36851975287215255,-0.9176252100183878,-1.0583069603696411,0.7661626917791271
Marco Costa,18,Forward,Ligue 1,34.26,-0.610158845515496,-1.032427709587621,-0.9655579911667005,0.9450612032468558
Diego Fernandez,30,Forward,Premier League,16.69,1.383363668792088,-0.008036174969846238,-0.9346416680990538,-0.30722837702724654
Marco Oliveira,21,Midfielder,Bundesliga,17.18,-0.5094758902474363,-1.0942444401249007,-1.223194016730424,-1.8576821430808972
Hugo Costa,25,Goalkeeper,Ligue 1,17.09,-1.6773981713569301,0.1774140166419923,-0.08959550425004052,-0.6053925628067948
Gabriel Garcia,31,Goalkeeper,Premier League,24.72,-1.586783511615676,-0.6526963648586185,-0.18234447345298085,-0.5457597256508852
Julian Silva,33,Forward,La Liga,15.99,1.2222709403631924,-0.016867136475171893,-0.42967505799415556,-0.2475955398713369
Santi Costa,33,Goalkeeper,Serie A,32.99,-0.680636914203138,-1.0059348250716444,-0.9964743142343474,2.3762492949886878
Marco Rodriguez,33,Defender,Premier League,36.28,-0.9726174844805113,-1.1119063631355521,-1.0376960783245432,-0.7842910742745237
Julian Diaz,24,Midfielder,Premier League,19.54,0.36646582058468385,0.7337645914775079,0.7554506595989728,-0.6053925628067948
Enzo Garcia,28,Goalkeeper,Ligue 1,11.25,1.9673248093468352,-1.588778284423137,-0.2853988836784704,-0.4264940513390658
Enzo Garcia,26,Defender,Bundesliga,2.08,-1.133710212909407,-0.8116536719544801,-1.0995287244598368,0.8854283660909461
Gabriel Diaz,25,Midfielder,Ligue 1,10.37,-0.7813198694711978,-0.988272902060993,1.1367519774332837,-0.48612688849497543
Santi Diaz,21,Defender,La Liga,31.03,2.2492370840974023,-0.3082888661509183,-1.0995287244598368,-0.06869702840360792
Enzo Costa,30,Midfielder,Ligue 1,12.52,-0.35845145734534656,1.2636222817970468,0.5287309571028961,-0.724658237118614
Hugo Silva,27,Goalkeeper,Ligue 1,13.77,-0.42892952603298845,-1.1648921321675059,-1.1510559295725817,2.3762492949886878
Julian Santos,31,Goalkeeper,Bundesliga,36.27,-0.5799539589350781,-0.26413405862429,0.9615594800499518,-0.6650253999627043
Hugo Silva,17,Goalkeeper,La Liga,35.8,0.20537309215578844,-0.33478175066689525,-2.3877088522784544,-0.6053925628067948
Marco Silva,30,Forward,Premier League,4.01,-1.6572615803033182,-1.288525593242065,-1.0995287244598368,1.7799209234295907
Santi Costa,28,Defender,La Liga,17.46,-0.5698856634082721,-1.138399247651529,0.2814003725617215,-0.5457597256508852
Enzo Martinez,30,Defender,Serie A,25.16,-0.8719345292124516,-1.3856661698006472,0.5699527211930919,-0.6053925628067948
Julian Rodriguez,32,Midfielder,Serie A,14.07,-0.26783679760409285,1.917113433191145,0.4462874289225045,-0.9035567485863429
Enzo Santos,28,Defender,Bundesliga,4.38,-1.0934370308021832,-0.6968511723852466,-1.0995287244598368,1.6606552491177713
Marco Silva,31,Defender,Ligue 1,2.89,-0.5698856634082721,-1.3768352082953215,-1.078917842414739,1.9588194348973198
Mateo Lopez,24,Defender,Ligue 1,33.71,0.3463292295310721,1.1753126667437903,1.7550784387862204,-0.6053925628067948
Santi Rodriguez,27,Forward,La Liga,35.25,0.1550316145217585,-1.0059348250716444,-1.1098341654823858,3.56890603810688
Marco Rodriguez,32,Forward,Serie A,25.33,0.3161243429506541,1.78464901061126,0.2195677264264278,-0.5457597256508852
Julian Martinez,21,Midfielder,La Liga,18.48,-0.7712515739443918,0.18624497814731797,0.7245343365313259,-0.6053925628067948
