Player,Age,Position,League,MarketValue,scaled_ProgressivePasses,scaled_Tackles,scaled_Interceptions,scaled_xG,Role_ID,TacticalRole
Hugo Garcia,31,Forward,Bundesliga,12.71,-0.9122077113196756,1.2812842048076982,-1.243804898775522,-0.724658237118614,2,Clinical Finisher
Enzo Fernandez,25,Midfielder,Bundesliga,19.79,0.2154413876825944,0.5659763228763207,-0.2957043247010193,-0.5457597256508852,2,Clinical Finisher
Julian Martinez,22,Goalkeeper,Bundesliga,3.2,-2.2814959029652893,-1.067751555608924,-1.2128885757078751,2.1973507835209585,1,Deep Lying Playmaker
Lucas Fernandez,30,Midfielder,Premier League,20.18,0.7691976416569234,0.036118632556782,-0.0895955042500405,-0.3668612141831562,3,Ball Playing Defender
Diego Silva,34,Midfielder,Bundesliga,18.61,-0.60009054998869,-0.1846554050763591,1.1882791825460284,-0.6053925628067948,0,Ball Winning Midfielder
Lucas Fernandez,23,Midfielder,Premier League,0.73,-0.2477002065504808,1.2901151663130237,-1.4911354833166963,-0.4264940513390658,2,Clinical Finisher
Marco Oliveira,28,Forward,La Liga,16.37,-0.680636914203138,-1.4209900158219495,-0.9861688732117984,0.2890999945318498,1,Deep Lying Playmaker
Gabriel Oliveira,23,Goalkeeper,Ligue 1,29.3,-0.3886563439257645,1.9700992022230983,0.4772037519901513,-0.724658237118614,0,Ball Winning Midfielder
Leo Oliveira,18,Defender,Serie A,1.03,-0.9021394157928696,-0.211148289592336,0.4565928699450534,-0.5457597256508852,2,Clinical Finisher
Hugo Rodriguez,22,Forward,Premier League,12.49,0.3161243429506541,0.5129905538443668,-1.2541103397980709,-0.4861268884949754,2,Clinical Finisher
Lucas Martinez,23,Goalkeeper,Ligue 1,8.53,0.980631847719849,-2.145128859258653,-0.8418926988961133,0.2294671573759402,1,Deep Lying Playmaker
Julian Rodriguez,28,Goalkeeper,Bundesliga,2.73,0.1751682055753704,0.8573980525520671,0.3741493417646618,-0.0090641912476983,0,Ball Winning Midfielder
Leo Costa,21,Forward,Bundesliga,23.68,-0.2980416841845106,1.157650743733139,0.2607894905166236,-0.5457597256508852,0,Ball Winning Midfielder
Santi Garcia,27,Defender,Bundesliga,25.6,-0.0161294094339433,-0.7056821338905723,0.8172833057342666,-0.4264940513390658,2,Clinical Finisher
Marco Fernandez,31,Forward,La Liga,19.66,-0.076539182594779,1.3166080508290008,-0.1102063862951384,-0.7842910742745237,0,Ball Winning Midfielder
Lucas Diaz,33,Midfielder,Ligue 1,10.53,-0.2779050931308986,-0.8999632870077365,-1.0583069603696411,1.0046940404027656,1,Deep Lying Playmaker
Julian Oliveira,29,Midfielder,La Liga,13.72,-0.7410466873639738,-1.191385016683483,-1.1304450475274836,2.0184522720532296,1,Deep Lying Playmaker
Enzo Oliveira,17,Defender,Ligue 1,9.55,0.5476951400671917,0.7867503605094619,0.0649861110881937,-0.724658237118614,0,Ball Winning Midfielder
Leo Diaz,23,Forward,La Liga,33.64,-0.8719345292124516,-1.1560611706621804,-1.233499457752973,1.1835925518704942,1,Deep Lying Playmaker
Santi Martinez,21,Midfielder,Premier League,38.72,0.3161243429506541,1.3519318968503031,1.1676683005009303,-0.6053925628067948,0,Ball Winning Midfielder
Diego Costa,24,Goalkeeper,Serie A,8.04,-0.590022254461884,0.3452022852431795,0.1783459623362319,-0.3072283770272465,2,Clinical Finisher
Gabriel Rodriguez,20,Goalkeeper,Premier League,9.0,0.2758511608434301,-0.290626943140267,-0.2544825606108235,-0.6650253999627043,2,Clinical Finisher
Santi Oliveira,27,Midfielder,La Liga,3.53,-0.9323443023732876,-1.1737230936728316,-0.9140307860539558,1.89918659774141,1,Deep Lying Playmaker
Santi Fernandez,19,Defender,Bundesliga,10.99,-0.7712515739443918,-0.26413405862429,0.0237643469979979,-0.6650253999627043,2,Clinical Finisher
Hugo Silva,21,Goalkeeper,Bundesliga,12.01,0.4570804803259379,2.2085351628668914,0.6317853673283854,-0.8439239114304332,0,Ball Winning Midfielder
Hugo Lopez,24,Midfielder,Ligue 1,32.1,-0.4389978215597944,0.5924692073922979,-0.3369260887912151,-0.3072283770272465,2,Clinical Finisher
Leo Santos,26,Goalkeeper,Ligue 1,1.03,0.5779000266476099,0.1862449781473179,1.044003008230343,-0.6053925628067948,0,Ball Winning Midfielder
Julian Fernandez,28,Defender,Serie A,11.75,0.7490610506033114,-0.0610219440018001,0.1989568443813299,-0.4861268884949754,3,Ball Playing Defender
Lucas Costa,23,Goalkeeper,Bundesliga,32.0,1.7055491256498794,-0.7851607874385031,-0.6357838784451344,-0.0686970284036079,3,Ball Playing Defender
Lucas Diaz,31,Goalkeeper,Bundesliga,35.93,-0.670568618676332,0.5748072843816465,-0.0277628581147468,-0.724658237118614,2,Clinical Finisher
Marco Garcia,18,Goalkeeper,Bundesliga,31.5,-0.590022254461884,1.2812842048076982,-0.2441771195882745,-0.724658237118614,2,Clinical Finisher
Diego Lopez,33,Midfielder,Ligue 1,33.03,0.0543486592536986,1.4490724734088851,1.044003008230343,-0.6650253999627043,0,Ball Winning Midfielder
Leo Oliveira,17,Goalkeeper,Ligue 1,15.52,0.0644169547805045,-0.0610219440018001,1.4149988850421054,-0.724658237118614,0,Ball Winning Midfielder
Enzo Santos,17,Defender,Premier League,39.22,0.0442803637268926,3.2682505435059683,-0.2544825606108235,-0.6053925628067948,0,Ball Winning Midfielder
Marco Lopez,17,Forward,Bundesliga,14.82,-0.8215930515784218,-1.3238494392633675,-1.0583069603696411,2.3166164578327777,1,Deep Lying Playmaker
Leo Costa,19,Goalkeeper,Bundesliga,9.99,0.3161243429506541,-1.067751555608924,-0.9758634321892494,2.0780851092091392,1,Deep Lying Playmaker
Leo Costa,18,Forward,La Liga,6.72,1.463910033006536,-0.8028227104491544,0.3329275776744663,-0.1879627027154273,3,Ball Playing Defender
Enzo Costa,19,Midfielder,Premier League,32.43,-0.3081099797113166,0.3893570927698076,0.920337715959756,-0.3072283770272465,0,Ball Winning Midfielder
Santi Diaz,18,Midfielder,La Liga,24.74,-0.1872904333896449,0.5483143998656694,1.0543084492528922,-0.724658237118614,0,Ball Winning Midfielder
Santi Fernandez,33,Midfielder,Serie A,18.17,-1.546510329508452,1.7669870876006084,0.1062078751783895,-0.4264940513390658,0,Ball Winning Midfielder
Mateo Garcia,17,Forward,La Liga,6.87,-0.4591344126134064,-0.3259507891615696,0.714228895508777,-0.6650253999627043,2,Clinical Finisher
Gabriel Santos,34,Midfielder,Serie A,22.36,-1.3350761234455266,-0.7763298259331776,-1.0170851962794452,1.7799209234295907,1,Deep Lying Playmaker
Marco Garcia,33,Defender,Serie A,22.85,-0.5698856634082721,0.2657236316952489,0.9821703620950496,-0.9035567485863428,0,Ball Winning Midfielder
Diego Garcia,23,Goalkeeper,La Liga,23.05,0.4369438892723259,-0.1934863665816847,-0.4090641759490577,-0.3668612141831562,2,Clinical Finisher
Lucas Lopez,34,Goalkeeper,Bundesliga,24.69,-0.9726174844805112,0.1862449781473179,1.4871369721999477,-0.724658237118614,0,Ball Winning Midfielder
Marco Fernandez,26,Goalkeeper,Premier League,14.9,1.6250027614354314,0.3540332467485051,-0.4296750579941555,-0.1879627027154273,3,Ball Playing Defender
Hugo Fernandez,30,Midfielder,Ligue 1,37.42,-0.1671538423360329,0.2568926701899232,1.2088900645911262,-0.4861268884949754,0,Ball Winning Midfielder
Lucas Costa,33,Defender,Bundesliga,31.23,-0.3081099797113166,0.2480617086845975,-0.3575369708363129,-0.5457597256508852,2,Clinical Finisher
Lucas Garcia,32,Defender,Serie A,37.93,-0.3081099797113166,0.5748072843816465,1.291333592771518,-0.6650253999627043,0,Ball Winning Midfielder
Mateo Costa,19,Forward,La Liga,14.57,0.4872853669063557,1.1664817052384648,2.1982124027558245,-0.724658237118614,0,Ball Winning Midfielder
Hugo Costa,19,Midfielder,Premier League,12.2,-0.2779050931308986,-0.8734704024917597,-0.1308172683402363,-0.6650253999627043,2,Clinical Finisher
Gabriel Martinez,20,Forward,Serie A,35.49,-0.1872904333896449,0.0537805555674331,1.7859947618538672,-0.5457597256508852,0,Ball Winning Midfielder
Hugo Rodriguez,24,Goalkeeper,Serie A,30.3,-0.116812364702003,-0.9176252100183878,-1.1819722526402283,0.3487328316877594,1,Deep Lying Playmaker
Julian Fernandez,21,Forward,La Liga,28.74,-0.2074270244432569,-1.2090469396941343,-1.06861240139219,0.9450612032468558,1,Deep Lying Playmaker
Leo Costa,23,Goalkeeper,Premier League,37.64,0.0342120682000866,-1.3238494392633675,-0.1823444734529808,-0.6650253999627043,2,Clinical Finisher
Lucas Diaz,26,Goalkeeper,Bundesliga,34.32,-1.2746663502846909,0.583638245886972,-0.4193696169716066,-0.1879627027154273,2,Clinical Finisher
Julian Fernandez,19,Forward,Premier League,31.31,-0.640363732095914,-0.8469775179757827,-0.9861688732117984,0.2890999945318498,1,Deep Lying Playmaker
Mateo Santos,19,Midfielder,Serie A,18.27,0.8094708237641474,1.616860742010073,-1.243804898775522,-0.724658237118614,2,Clinical Finisher
Enzo Oliveira,27,Forward,Premier League,26.68,-0.3886563439257645,2.261520931898845,0.3844547827872108,-0.7842910742745237,0,Ball Winning Midfielder
Santi Santos,19,Forward,La Liga,35.33,-0.5497490723546601,-1.1472302091568547,-0.8831144629863091,1.123959714714585,1,Deep Lying Playmaker
Mateo Garcia,21,Midfielder,Serie A,9.24,-0.2477002065504808,0.7779193990041364,0.8791159518695603,-0.724658237118614,0,Ball Winning Midfielder
Leo Silva,19,Goalkeeper,Premier League,19.78,0.7994025282373411,-0.6791892493745953,-0.2029553554980787,-0.4264940513390658,3,Ball Playing Defender
Lucas Fernandez,31,Forward,Ligue 1,16.59,-0.8014564605248098,-0.2994579046455926,0.1886514033587809,0.2890999945318498,2,Clinical Finisher
Diego Lopez,18,Forward,Bundesliga,18.31,0.1046901368877285,0.2392307471792719,3.177229299897974,-0.5457597256508852,0,Ball Winning Midfielder
Diego Garcia,31,Midfielder,La Liga,5.82,0.0744852503073105,1.0340172826585805,0.1165133162009382,-0.4861268884949754,0,Ball Winning Midfielder
Gabriel Oliveira,34,Defender,Premier League,25.36,-0.8920711202660636,1.431410550398234,0.3123166956293683,-0.6650253999627043,0,Ball Winning Midfielder
Hugo Silva,33,Goalkeeper,Premier League,25.21,1.6451393524890434,0.3716951697591565,0.1474296392685851,-0.1283298655595176,3,Ball Playing Defender
Gabriel Rodriguez,21,Midfielder,La Liga,35.28,-1.8586274908394376,-0.0963457900231027,0.2710949315391726,-0.6650253999627043,2,Clinical Finisher
Enzo Garcia,30,Defender,Premier League,34.07,-0.026197704960749,0.0891044015887357,0.5081200750577982,-0.7842910742745237,2,Clinical Finisher
Leo Silva,33,Defender,Serie A,17.46,0.1953047966289824,-0.3701055966881978,-0.7594491707157217,-0.724658237118614,2,Clinical Finisher
Santi Silva,33,Forward,La Liga,7.16,0.6987195729692813,1.5108892039461648,1.229500946636224,-0.724658237118614,0,Ball Winning Midfielder
Santi Rodriguez,20,Midfielder,Serie A,39.41,-1.123641917382601,-1.0059348250716444,-1.0273906373019943,1.481756737650043,1,Deep Lying Playmaker
Enzo Silva,20,Defender,Serie A,19.54,0.3261926384774601,0.7779193990041364,-0.9140307860539558,-0.6650253999627043,2,Clinical Finisher
Gabriel Diaz,26,Defender,Serie A,28.85,0.1852365011021764,2.2173661243722167,-0.0483737401598447,-0.4861268884949754,0,Ball Winning Midfielder
Julian Fernandez,33,Defender,Serie A,25.72,0.0644169547805045,-0.8558084794811084,-1.1201396065049347,1.6606552491177713,1,Deep Lying Playmaker
Mateo Lopez,18,Goalkeeper,Ligue 1,35.04,-0.2074270244432569,-1.1737230936728316,-1.223194016730424,2.555147806456416,1,Deep Lying Playmaker
Gabriel Rodriguez,19,Goalkeeper,Serie A,16.25,-0.65043202762272,1.2901151663130237,0.5699527211930919,-0.4861268884949754,0,Ball Winning Midfielder
Gabriel Santos,26,Midfielder,La Liga,15.01,-0.60009054998869,0.9986934366372776,1.8890491720793563,-0.8439239114304332,0,Ball Winning Midfielder
Hugo Lopez,18,Goalkeeper,Bundesliga,1.31,-0.4792710036670184,0.4070190157804589,-0.0174574170921978,-0.3072283770272465,2,Clinical Finisher
Gabriel Diaz,33,Forward,Ligue 1,13.26,0.2859194563702361,1.1134959362065109,1.8581328490117093,-0.6053925628067948,0,Ball Winning Midfielder
Santi Diaz,22,Goalkeeper,Premier League,19.13,0.8698805969249829,-0.8116536719544801,0.539036398125445,-0.9035567485863428,3,Ball Playing Defender
Hugo Rodriguez,26,Forward,Bundesliga,0.66,2.994290953081045,0.1774140166419923,-0.3369260887912151,-0.2475955398713369,3,Ball Playing Defender
Gabriel Lopez,24,Defender,Premier League,24.58,-1.0330272576413473,-1.2090469396941343,-1.0583069603696411,0.1102014830641209,1,Deep Lying Playmaker
Diego Costa,21,Goalkeeper,Bundesliga,34.78,-0.3383148662917346,-0.4407532887308029,0.4153711058548576,-1.0228224228981622,2,Clinical Finisher
Enzo Diaz,23,Goalkeeper,Premier League,14.03,-0.076539182594779,-0.4142604042148259,0.1577350802911341,-0.4861268884949754,2,Clinical Finisher
Lucas Diaz,20,Goalkeeper,Premier League,39.13,-0.7611832784175858,-0.1051767515284284,0.2092622854038788,-0.6650253999627043,2,Clinical Finisher
Gabriel Garcia,17,Midfielder,Bundesliga,24.19,0.6383097998084454,0.3805261312644821,0.0134589059754489,-0.6650253999627043,2,Clinical Finisher
Mateo Santos,34,Defender,Premier League,24.75,1.343090486684864,-0.2729650201296156,0.4565928699450534,-0.1879627027154273,3,Ball Playing Defender
Enzo Silva,21,Defender,Serie A,16.22,0.0845535458341165,-0.9441180945343648,-0.2235662375431766,-0.2475955398713369,2,Clinical Finisher
Leo Fernandez,20,Defender,Premier League,39.96,1.1819977582559684,0.0891044015887357,0.9306431569823048,-0.8439239114304332,3,Ball Playing Defender
Santi Santos,19,Defender,Ligue 1,15.97,-0.9222760068464816,-1.1737230936728316,-1.0995287244598368,2.376249294988688,1,Deep Lying Playmaker
Santi Rodriguez,18,Defender,Ligue 1,38.78,1.393431964318894,0.3628642082538308,1.0130866851626965,-0.724658237118614,3,Ball Playing Defender
Hugo Martinez,18,Forward,Serie A,38.88,0.3261926384774601,0.4600047848124128,-0.6976165245804281,-0.6650253999627043,2,Clinical Finisher
Gabriel Diaz,23,Goalkeeper,Ligue 1,35.2,-0.076539182594779,-1.262032708726088,-0.9655579911667004,3.211109015171422,1,Deep Lying Playmaker
Mateo Santos,29,Forward,Serie A,37.82,-1.3451444189723327,-0.3259507891615696,-1.315942985933365,-0.7842910742745237,2,Clinical Finisher
Hugo Oliveira,20,Midfielder,Serie A,1.55,-0.2376319110236748,1.9700992022230983,0.0959024341558406,-0.9035567485863428,0,Ball Winning Midfielder
Gabriel Silva,20,Defender,La Liga,34.72,-0.3785880483989585,-0.1228386745390797,0.7039234544862281,-0.6650253999627043,2,Clinical Finisher
Mateo Diaz,22,Forward,Serie A,8.11,-1.244461463704273,-1.712411745497696,-1.1407504885500326,1.6606552491177713,1,Deep Lying Playmaker
Hugo Fernandez,34,Midfielder,Bundesliga,30.28,0.2557145697898181,0.0007947865354794,1.1882791825460284,-0.3668612141831562,0,Ball Winning Midfielder
Lucas Costa,33,Midfielder,La Liga,23.19,1.9975296959272528,0.0272876710514563,0.940948598004854,-0.724658237118614,3,Ball Playing Defender
Leo Costa,18,Forward,Serie A,9.12,-2.331837380599319,1.5903678574940958,-0.0895955042500405,-0.6053925628067948,2,Clinical Finisher
Hugo Diaz,17,Defender,La Liga,28.94,-0.8517979381588396,-1.1030754016302264,-1.223194016730424,1.243225389026404,1,Deep Lying Playmaker
Julian Lopez,29,Defender,Premier League,1.82,1.5947978748550138,1.1488197822278134,1.384082561974458,-0.4861268884949754,0,Ball Winning Midfielder
Gabriel Santos,29,Midfielder,Serie A,1.15,-1.2746663502846909,-1.111906363135552,-1.2541103397980709,0.9450612032468558,1,Deep Lying Playmaker
Lucas Rodriguez,22,Forward,Serie A,16.63,-0.620227141042302,1.3784247813662802,-1.2644157808206198,-0.6053925628067948,2,Clinical Finisher
Mateo Martinez,31,Midfielder,Serie A,17.83,0.4872853669063557,1.2636222817970468,-0.2338716785657256,-0.6053925628067948,0,Ball Winning Midfielder
Gabriel Silva,30,Forward,La Liga,24.53,-1.163915099489825,-1.2708636702314136,-1.06861240139219,2.256983620676868,1,Deep Lying Playmaker
Gabriel Garcia,33,Midfielder,Bundesliga,18.52,-0.670568618676332,-1.2178779011994598,-1.0273906373019943,1.422123900494133,1,Deep Lying Playmaker
Marco Santos,22,Goalkeeper,Serie A,32.34,0.0644169547805045,0.2392307471792719,2.620735484680332,-0.3668612141831562,0,Ball Winning Midfielder
Julian Silva,21,Goalkeeper,Bundesliga,39.77,0.3866024116382958,1.5462130499674671,1.6829403516283776,-0.724658237118614,0,Ball Winning Midfielder
Enzo Diaz,24,Midfielder,Bundesliga,15.85,0.5476951400671917,1.44024151190356,-0.151428150385334,-0.6053925628067948,0,Ball Winning Midfielder
Enzo Oliveira,30,Defender,Premier League,3.31,-0.60009054998869,-1.1207373246408776,-1.1510559295725815,1.243225389026404,1,Deep Lying Playmaker
Julian Rodriguez,18,Forward,Bundesliga,18.55,-0.680636914203138,1.2901151663130237,1.3737771209519094,-0.6053925628067948,0,Ball Winning Midfielder
Enzo Silva,26,Forward,Premier League,1.6,-0.4591344126134064,0.0979353630940614,0.2710949315391726,-0.1283298655595176,2,Clinical Finisher
Marco Rodriguez,32,Defender,Bundesliga,27.86,-0.126880660228809,0.0537805555674331,0.8481996288019131,-0.4264940513390658,0,Ball Winning Midfielder
Lucas Rodriguez,34,Midfielder,Premier League,22.48,-0.9222760068464816,0.9457076676053237,2.4352375462744504,-0.724658237118614,0,Ball Winning Midfielder
Hugo Rodriguez,24,Goalkeeper,Premier League,10.1,0.4570804803259379,1.528551126956816,1.064613890275441,-0.6053925628067948,0,Ball Winning Midfielder
Marco Garcia,34,Goalkeeper,Premier League,32.09,-0.3886563439257645,0.8927218985733697,1.0336975672077944,-0.4861268884949754,0,Ball Winning Midfielder
Enzo Rodriguez,17,Defender,Ligue 1,0.95,-1.566646920562064,0.7249336299721825,1.7859947618538672,-0.4861268884949754,0,Ball Winning Midfielder
Diego Silva,29,Defender,Serie A,20.76,1.3229538956312523,0.1774140166419923,0.6730071314185813,-0.0090641912476983,3,Ball Playing Defender
Mateo Costa,33,Forward,Serie A,1.54,0.9302903700858188,1.6786774725473523,0.0031534649529,-0.9631895857422526,0,Ball Winning Midfielder
Hugo Fernandez,24,Goalkeeper,Ligue 1,27.21,1.6451393524890434,-0.0521909824964745,0.6111744852832878,-0.4264940513390658,3,Ball Playing Defender
Hugo Silva,28,Defender,Bundesliga,37.96,-0.3181782752381226,0.9280457445946724,2.0848525515077863,-0.7842910742745237,0,Ball Winning Midfielder
Gabriel Rodriguez,17,Midfielder,Premier League,31.62,-0.056402591541167,0.9722005521213004,1.9302709361695525,-0.6053925628067948,0,Ball Winning Midfielder
Santi Costa,19,Forward,Serie A,36.65,0.4369438892723259,-0.0168671364751718,0.940948598004854,-0.4861268884949754,0,Ball Winning Midfielder
Gabriel Santos,18,Goalkeeper,Bundesliga,1.78,-0.4389978215597944,-0.3347817506668952,0.1165133162009382,-0.8439239114304332,2,Clinical Finisher
Santi Martinez,34,Midfielder,Premier League,33.3,-0.2074270244432569,1.007524398142603,-0.4915077041294491,-0.1879627027154273,2,Clinical Finisher
Hugo Rodriguez,32,Goalkeeper,Serie A,13.56,2.068007764614895,-0.0345290594858232,0.0443752290430958,-0.3668612141831562,3,Ball Playing Defender
Enzo Santos,20,Defender,Serie A,32.62,1.6451393524890434,-0.0963457900231027,0.0031534649529,-0.0090641912476983,3,Ball Playing Defender
Enzo Silva,31,Defender,Premier League,17.18,-0.2779050931308986,0.106766324599387,1.6932457926509268,-0.4264940513390658,0,Ball Winning Midfielder
Leo Silva,26,Goalkeeper,Bundesliga,17.01,-1.234393168177467,-0.9971038635663187,-0.0174574170921978,-0.5457597256508852,2,Clinical Finisher
Hugo Diaz,17,Defender,Serie A,32.48,-0.8215930515784218,-1.3503423237793446,-1.0995287244598368,1.243225389026404,1,Deep Lying Playmaker
Mateo Silva,25,Defender,Serie A,27.62,2.2492370840974023,-0.0256980979804975,0.2710949315391726,-0.4861268884949754,3,Ball Playing Defender
Lucas Garcia,23,Defender,Serie A,11.79,0.8497440058713713,0.1685830551366666,-0.6770056425353302,-0.2475955398713369,3,Ball Playing Defender
Marco Oliveira,30,Midfielder,La Liga,9.01,-0.8618662336856456,-0.8204846334598057,-1.0067797552568962,1.3624910633382232,1,Deep Lying Playmaker
Leo Silva,24,Defender,Premier League,7.51,-0.1671538423360329,0.3981880542751335,0.5905636032381898,-0.6650253999627043,0,Ball Winning Midfielder
Hugo Costa,22,Midfielder,Premier League,35.79,0.5980366177012219,1.5550440114727933,-0.2750934426559214,-0.3668612141831562,0,Ball Winning Midfielder
Julian Silva,23,Goalkeeper,Premier League,29.32,0.0644169547805045,1.0340172826585805,1.672634910605829,-1.0824552600540718,0,Ball Winning Midfielder
Santi Silva,23,Forward,Bundesliga,2.71,2.2089639019901783,-0.1493315590550567,-0.0999009452725894,-0.6053925628067948,3,Ball Playing Defender
Gabriel Martinez,17,Midfielder,Ligue 1,10.87,1.0712465074611026,-0.5908796343213389,-0.532729468219645,-0.0090641912476983,3,Ball Playing Defender
Diego Santos,27,Midfielder,Ligue 1,26.79,1.2927490090508345,0.539483438360344,-0.6873110835578792,-0.3072283770272465,3,Ball Playing Defender
Hugo Rodriguez,33,Forward,Premier League,37.53,0.5476951400671917,-0.4230913657201516,0.3844547827872108,-0.5457597256508852,2,Clinical Finisher
Marco Costa,22,Goalkeeper,Bundesliga,39.42,0.3060560474238481,1.44024151190356,-0.1411227093627853,-0.5457597256508852,0,Ball Winning Midfielder
Marco Diaz,27,Defender,Premier League,19.18,-0.4692027081402124,1.2018055512597674,0.3123166956293683,-0.4264940513390658,0,Ball Winning Midfielder
Mateo Martinez,19,Defender,Premier League,13.56,0.6785829819156693,-0.988272902060993,0.2607894905166236,-0.7842910742745237,3,Ball Playing Defender
Julian Martinez,31,Defender,Serie A,22.08,0.4369438892723259,-1.1825540551781573,0.8378941877793644,-0.4861268884949754,2,Clinical Finisher
Santi Martinez,23,Defender,Ligue 1,23.09,0.2657828653166241,0.8309051680360899,-0.8212818168510154,-0.4264940513390658,2,Clinical Finisher
Gabriel Diaz,30,Midfielder,La Liga,6.0,-0.710841800783556,-1.01476578657697,-1.1304450475274836,2.137717946365049,1,Deep Lying Playmaker
Gabriel Diaz,24,Defender,Premier League,39.77,0.5980366177012219,0.5924692073922979,1.981798141282297,-0.9035567485863428,0,Ball Winning Midfielder
Santi Rodriguez,23,Forward,La Liga,2.74,0.8396757103445651,-1.4739757848539037,-1.0583069603696411,1.0643268775586752,1,Deep Lying Playmaker
Lucas Garcia,21,Defender,Premier League,38.99,-0.5497490723546601,1.184143628249116,-0.2132607965206277,-0.7842910742745237,2,Clinical Finisher
Lucas Rodriguez,29,Forward,Ligue 1,33.56,0.3161243429506541,-0.3701055966881978,0.8378941877793644,-0.6053925628067948,2,Clinical Finisher
Diego Costa,19,Midfielder,Ligue 1,31.01,2.853334815705762,0.8397361295414157,0.6730071314185813,-0.0090641912476983,3,Ball Playing Defender
Marco Oliveira,30,Defender,Premier League,27.22,0.396670707165102,0.8485670910467412,-1.4808300422941476,-0.1879627027154273,2,Clinical Finisher
Hugo Fernandez,17,Defender,La Liga,2.6,-0.660500323149526,-0.6350344418479672,-1.2747212218431687,1.8395537605855004,1,Deep Lying Playmaker
Lucas Costa,27,Goalkeeper,Ligue 1,6.53,1.50418321511376,0.7514265144881592,-0.1617335914078829,-0.5457597256508852,3,Ball Playing Defender
Santi Martinez,25,Defender,Premier League,13.38,0.0040071816196686,-1.01476578657697,-1.0995287244598368,1.6010224119618617,1,Deep Lying Playmaker
Santi Diaz,30,Defender,Premier League,23.3,-0.0060611139071373,0.0272876710514563,1.425304326064654,-0.6650253999627043,0,Ball Winning Midfielder
Lucas Rodriguez,27,Forward,Bundesliga,29.17,0.3463292295310721,0.8662290140573926,1.8993546131019048,-0.4264940513390658,0,Ball Winning Midfielder
Santi Santos,24,Goalkeeper,Ligue 1,11.11,-0.680636914203138,-0.0168671364751718,-0.2647880016333724,-0.6650253999627043,2,Clinical Finisher
Santi Lopez,31,Defender,Bundesliga,3.5,0.9504269611394308,-0.5202319422787338,2.115768874575433,-0.7842910742745237,0,Ball Winning Midfielder
Leo Lopez,19,Goalkeeper,Serie A,16.19,-0.4591344126134064,0.813243245025439,1.1676683005009303,-0.4861268884949754,0,Ball Winning Midfielder
Diego Santos,17,Midfielder,Bundesliga,30.46,-0.8719345292124516,-1.111906363135552,-0.9964743142343474,2.376249294988688,1,Deep Lying Playmaker
Hugo Santos,25,Forward,Serie A,31.64,-0.4389978215597944,-1.0765825171142496,-0.9449471091216028,1.123959714714585,1,Deep Lying Playmaker
Diego Martinez,25,Defender,Ligue 1,34.82,1.020905029827073,0.8397361295414157,0.6214799263058367,-0.6650253999627043,0,Ball Winning Midfielder
Marco Silva,33,Midfielder,La Liga,13.86,-0.680636914203138,1.007524398142603,-0.2647880016333724,-0.5457597256508852,2,Clinical Finisher
Diego Garcia,22,Defender,La Liga,23.11,-0.4692027081402124,-1.6064402074337882,1.1573628594783818,-0.1879627027154273,2,Clinical Finisher
Gabriel Fernandez,23,Forward,Premier League,12.02,-0.8920711202660636,-0.0698529055071258,0.3947602238097597,-0.0090641912476983,2,Clinical Finisher
Marco Martinez,23,Goalkeeper,Bundesliga,15.66,-0.2174953199700629,0.813243245025439,-0.1823444734529808,-0.4264940513390658,2,Clinical Finisher
Santi Diaz,34,Goalkeeper,Premier League,22.62,-1.757944535571378,0.5483143998656694,-0.1102063862951384,-0.1879627027154273,2,Clinical Finisher
Gabriel Santos,24,Defender,Bundesliga,37.16,-0.066470887067973,0.159752093631341,1.105835654365637,-0.1879627027154273,0,Ball Winning Midfielder
Hugo Lopez,22,Defender,Ligue 1,4.67,-1.3552127144991386,-0.9176252100183878,-1.0995287244598368,2.256983620676868,1,Deep Lying Playmaker
Mateo Costa,24,Goalkeeper,La Liga,10.61,4.091735165502897,-0.3701055966881978,-0.0586791811823936,-0.0686970284036079,3,Ball Playing Defender
Diego Diaz,25,Goalkeeper,La Liga,39.89,-0.3987246394525705,0.583638245886972,1.1985846235685775,-0.5457597256508852,0,Ball Winning Midfielder
Santi Costa,23,Forward,Ligue 1,16.02,-0.9826857800073172,0.48649766932839,0.3020112546068194,-0.3668612141831562,2,Clinical Finisher
Gabriel Diaz,17,Midfielder,La Liga,38.31,-0.8014564605248098,-0.4495842502361286,1.631413146515633,-0.2475955398713369,0,Ball Winning Midfielder
Lucas Silva,29,Defender,Ligue 1,33.61,-0.590022254461884,-0.8293155949651314,-1.1304450475274836,2.1973507835209585,1,Deep Lying Playmaker
Leo Oliveira,31,Midfielder,La Liga,14.83,-0.1872904333896449,-0.0345290594858232,-0.2235662375431766,-0.5457597256508852,2,Clinical Finisher
Enzo Fernandez,29,Defender,Ligue 1,7.68,0.3362609340042661,-0.2817959816349413,0.0959024341558406,-0.5457597256508852,2,Clinical Finisher
Enzo Lopez,22,Forward,La Liga,27.49,1.1417245761487445,-0.5290629037840594,-0.5018131451519982,-0.2475955398713369,3,Ball Playing Defender
Julian Garcia,28,Midfielder,La Liga,37.94,-1.697534762410542,-1.138399247651529,-1.0376960783245432,-0.0090641912476983,1,Deep Lying Playmaker
Santi Rodriguez,31,Goalkeeper,Bundesliga,32.67,0.7691976416569234,0.9986934366372776,1.3325553568617137,-0.6650253999627043,0,Ball Winning Midfielder
